"","Energy","Fat","Saturated_fat","Carbohydrate","Sugars","Proteins","Salt","Sodium","Score"
"950",213,2.3,0.4,2.1,2.1,4,0.25,0.098,"A"
"951",288,1.44,0.24,11,8.72,2.56,0.112,0.044,"B"
"952",1121,6.2,3.8,49,20,3.6,0.06,0.024,"C"
"953",410,4.6,0.2,9.4,4,3.8,0,0,"A"
"955",2017,20,11,68,20,6,0.5,0.197,"E"
"956",1249,4.6,2.8,56,1.6,7.5,0.9,0.354,"C"
"957",1299,6.2,3.1,55,2.7,7.1,1.3,0.512,"C"
"958",880,2.2,0.3,40,1.3,4.6,0.8,0.315,"C"
"959",887,4.1,0.9,37,0,4.6,0.46,0.181,"B"
"960",377,1.5,0.1,11,2.7,5.3,0.96,0.378,"A"
"961",1377,18.1,10.2,50,0.5,6.3,0.9,0.354,"D"
"962",335,6.9,0.52,5.8,0.9,0.3,0.32,0.126,"A"
"963",1933,18,2,64,21,7.5,0.7,0.276,"C"
"964",625,15,3.3,0.1,0.05,1.6,3.2,1.26,"C"
"965",2144,31.6,4.8,49.1,1.3,6,1.6,0.63,"D"
"966",664,16,1.9,0.6,0,1.1,4,1.575,"D"
"967",1007,19,2.6,14,2.2,4.2,1,0.394,"C"
"968",1057,19,2.5,16,2.7,5.1,1.3,0.512,"C"
"969",2060,27,11,53,51,6.7,0.009,0.003,"E"
"970",1870,15.4,7.7,65,32,10,0.75,0.295,"E"
"971",2017,22,3.2,61,22.4,7.3,0.65,0.256,"C"
"972",288,2.9,0.2,7.6,3.1,2,0.75,0.295,"B"
"973",837,0.9,0.2,47.3,33.7,0.7,0.02,0.008,"C"
"974",1305,1.5,0.2,48,5,24.4,0.01,0.004,"A"
"975",1280,1.5,0.4,49.8,4.7,22.2,0.01,0.004,"A"
"976",2590,57,6,21,3,17,4,1.575,"E"
"977",2415,43.3,27.3,34.8,27,7.5,0.02,0.008,"E"
"978",2577,50.7,6.6,11,6.7,25.4,0.03,0.012,"C"
"979",205,1.1,0.1,9.5,7.3,0.2,0.07,0.028,"B"
"980",252,3.3,0.4,5.5,2.9,1.4,0.02,0.008,"A"
"981",1709,13,1.5,58,2.8,9,0.01,0.004,"A"
"982",1873,23.2,6.4,63.2,0.7,5.6,0.584,0.23,"C"
"983",314,7.3,6.8,1.3,0.8,0.5,0,0,"C"
"984",309,0.3,0.1,16,9,0.5,0.03,0.012,"A"
"985",844,8.5,7.1,29,22,1.5,0.08,0.031,"D"
"986",822,9.4,7.5,26,22,1.3,0.11,0.043,"D"
"987",828,0.3,0,10,10,1,0.01,0.004,"E"
"988",571,11.4,2.1,8,6.4,0.8,0.7,0.276,"B"
"989",318,0,0,19,19,0,0,0,"C"
"990",335,2.6,2.5,13,8,0.2,0.02,0.008,"B"
"991",2180,30.2,2.8,49.2,1.3,11.5,2.3,0.906,"D"
"993",385,4.3,0.83,3.9,3.9,2.4,0.8,0.315,"A"
"994",238,1,0.1,11.5,8.3,0.3,0.1,0.039,"B"
"995",356,1.6,0.3,14,10,2.9,0.2,0.079,"B"
"996",523,2.2,0.3,19.6,0.7,4.5,0.3,0.118,"A"
"997",451,0.4,0.1,22.9,22.3,1,0.01,0.004,"C"
"998",531,2.8,1.7,22,12,3.5,0.2,0.079,"B"
"999",871,14.7,13.4,17.4,12.4,1.5,0.07,0.028,"D"
"1002",2314,36.7,20.8,47.4,43.7,5.1,0.3,0.118,"E"
"1003",176,0.5,0,9.8,9.6,0.5,0.1,0.039,"C"
"1004",276,0.1,0.1,14.2,11.3,0.5,0.01,0.004,"A"
"1005",2393,39.8,24,45.7,42.7,4.6,0,0,"E"
"1006",305,3.3,0.4,8.7,6.1,1.3,0.83,0.327,"C"
"1007",357.18,1,0.2,10.5,3,6.1,0.95,0.374,"B"
"1008",254,2.2,0.2,6.6,1.7,2.9,1.6,0.63,"C"
"1009",33,0,0,0,0,2,25.5,10.039,"C"
"1010",1950,23,2.9,52,51,11,0,0,"D"
"1011",180,1.7,0.3,3.7,3,3.1,0.1,0.039,"A"
"1012",1117,0.2,0,63.4,62.7,0,0,0,"C"
"1013",63,0.5,0.2,1.3,0.5,1.2,6.5,2.559,"C"
"1014",2084,24,6,64,31,4.4,0.6,0.236,"D"
"1015",109,0.2,0,0.1,0.1,1.6,0.75,0.295,"A"
"1016",962,1.1,0.2,45,2.7,7,0.98,0.386,"A"
"1017",2201,31.9,21.6,54,30.4,5,0.6,0.236,"E"
"1018",3766,100,15,0,0,0,0,0,"D"
"1019",2423,48,9.1,24.9,10,21,1.1,0.433,"D"
"1020",1051,25,3.2,3.7,3.5,2.3,0.8,0.315,"C"
"1021",1138,20.8,1.9,12,2.2,6.7,1.63,0.642,"D"
"1022",2201,33,4,49,3,7,0.26,0.102,"C"
"1023",2167,26,4.1,62.6,14.5,6.7,0.3,0.118,"D"
"1024",753,0.8,0.8,70,0.5,0.5,0.01,0.004,"B"
"1025",1038,13,1.8,23,2.9,8.8,1,0.394,"B"
"1026",1234,0.2,0.1,68,68,3.3,0.03,0.012,"B"
"1027",335,0.7,0.2,18,8.3,0.5,0.1,0.039,"B"
"1028",2510,50.4,7.8,10.2,0.2,20.9,0.13,0.051,"D"
"1029",2201,34,2.6,41,38,12,0,0,"D"
"1031",188,3,0.7,3,2.7,0.7,0.7,0.276,"B"
"1032",2192,27,18,63,25,6.5,0.83,0.327,"E"
"1033",1523,2.4,0.6,70,3.1,11.5,0.007,0.003,"A"
"1035",2548,50,19.2,9.9,2.9,24.6,0.51,0.201,"D"
"1036",824,11.2,1.4,11.9,3.6,11,1.7,0.669,"C"
"1037",218,0.05,0.05,12.8,12.2,0.1,0.01,0.004,"B"
"1038",519,0,0,29.6,26.2,0.4,0.09,0.035,"C"
"1040",2226,60,14,0,0,0,0.4,0.157,"C"
"1041",75,0,0,6.3,6.3,0,0.1,0.039,"D"
"1042",2305,39.7,23.5,35.5,29.3,7.4,0.03,0.012,"D"
"1043",1634,3.7,0.7,78,0.7,8.5,0.32,0.126,"B"
"1044",1837,22.4,7.54,53.41,23.2,5.92,0.4,0.157,"D"
"1045",1046,2.4,0.4,44.1,3,9.5,1.5,0.591,"A"
"1046",226,1.7,0.3,6.2,5.8,3.1,0.1,0.039,"B"
"1047",1464,0.8,0.5,75,2.5,7.4,0.06,0.024,"A"
"1048",2021,23,2.6,62,2.9,8.2,1.2,0.472,"C"
"1050",920,17.5,11.5,5,5,10.5,2.8,1.102,"E"
"1051",1996,21,2.3,61,18,7.5,1.1,0.433,"C"
"1052",335,1.9,0.5,10.8,5.2,2.9,0.4,0.157,"A"
"1053",389,19.2,0.3,19,0,0.8,0.008,0.003,"A"
"1054",96,0,0,5.4,5.4,0.3,0.03,0.012,"C"
"1055",473,0.5,0,16.5,2.1,6.5,0.8,0.315,"A"
"1056",644,16.3,2.6,0,0,0.5,1.5,0.591,"B"
"1057",2330,39.5,24,40.7,38.5,5.9,0.01,0.004,"E"
"1058",1506,2.8,0.4,65,1,13,1.4,0.551,"B"
"1059",2314,42.5,26.6,27.6,21.9,9,0.025,0.01,"D"
"1060",774,16,13.6,8.5,0,0.7,1.5,0.591,"D"
"1061",209,0,0,12,12,0,0,0,"E"
"1062",544,0.2,0,31.1,28.9,0.5,0.1,0.039,"C"
"1063",1607,0.7,0,87,0.6,6.5,0.28,0.11,"A"
"1064",230,0.2,0.1,6.9,6.8,0.9,0.01,0.004,"A"
"1066",138,8.6,0.13,2.7,1.5,3.4,0.2,0.079,"A"
"1067",46,0.1,0.1,2.2,2.2,0.1,0.1,0.039,"A"
"1068",2272,31.3,16.7,58.4,57.1,7.3,0.2,0.079,"E"
"1069",343,0.2,0,5.8,1.7,10.3,13,5.118,"D"
"1070",259,0.01,0.01,14,11,0.7,0.01,0.004,"B"
"1071",2377,37,19,52,50,5.2,0.13,0.051,"E"
"1072",2360,40,24,38,37,7.6,0.3,0.118,"E"
"1073",720,9.5,1,4.8,3.6,14,0.86,0.339,"A"
"1074",1569,4,0.5,69,4,12,1.4,0.551,"B"
"1075",2051,24,2.5,59,6.3,8,1,0.394,"C"
"1077",1856.95,18.06,10.04,64.53,22.09,5.95,0.01,0.004,"D"
"1079",353,2.1,0.3,12,11,3.7,0.03,0.012,"B"
"1080",1443,25.1,16.6,24.7,20.6,4,0.05,0.02,"D"
"1081",569,14,2.7,0,0,1.3,4,1.575,"C"
"1082",2067,36,3,38,4,15,0.02,0.008,"B"
"1083",2255,60,18,15,0,0,0.32,0.126,"D"
"1084",1561,0.2,0,87,70,1.1,0,0,"C"
"1086",1180,0.3,0.1,75,63,2.45,5.08,2,"D"
"1087",967,2.5,0.4,45.3,3,3.2,1.016,0.4,"B"
"1088",597,7,1.7,11.6,2.6,5.3,1.1,0.433,"C"
"1090",2000,22,14,58.5,21.6,6.7,0.015,0.006,"E"
"1091",427,4.3,0.6,7.5,3.1,6,0.95,0.374,"A"
"1092",668,2.2,0.4,31,7.8,3.2,1,0.394,"C"
"1093",1871,47,3.4,6.7,4.4,0.8,0.75,0.295,"D"
"1095",1816,12,1.2,74,21,6.2,0.76,0.299,"C"
"1096",2231,37,23,34,28,10,0.03,0.012,"E"
"1097",2319,41,25,31,26,11,0,0,"D"
"1098",2368,43,26,33,29,7.5,0.01,0.004,"D"
"1099",2414,43.8,27.6,33.4,25.7,7.7,0.02,0.008,"E"
"1100",2228,37,23,34,28,10,0.03,0.012,"D"
"1101",2171,35,22,34,29,10,0.1,0.039,"E"
"1102",2098,27,16.2,58,51.1,5.1,0.01,0.004,"E"
"1104",2240,33.5,18.6,50.8,47.1,5.1,0.04,0.016,"E"
"1107",2400,37.9,22.7,50.5,44,7.9,0.01,0.004,"E"
"1108",2094,37.7,23.3,39.1,8,8.3,0.025,0.01,"D"
"1109",2372,40,18,41,38,8.4,0.07,0.028,"E"
"1112",2216,32,3.3,56,0.6,3.5,1.5,0.591,"D"
"1114",968,6.93,1.96,33.67,1.58,6.33,1.53,0.602,"B"
"1115",1418,6.9,0.5,61.3,27.1,6.8,1,0.091,"C"
"1116",252,2.3,0.3,6.5,6.1,1.8,0.73,0.287,"C"
"1117",153,0.5,0.1,5,1.8,1.6,0.07,0.028,"A"
"1118",264,3.6,2.4,4.6,4.6,3.1,0.1,0.039,"B"
"1119",129,1.7,0.3,0.6,0.6,3.1,0.1,0.039,"A"
"1120",190,2.5,0.4,4,3.1,1,0.75,0.295,"B"
"1121",2201,28.4,6,54.1,47.3,11.6,0.83,0.327,"E"
"1122",2117,24.9,4.9,56.1,49.7,11.6,1.23,0.484,"E"
"1123",1280,20,16,29,25,1.7,0.09,0.035,"D"
"1124",192,2.3,0.3,2.1,0.5,3.7,0.08,0.031,"A"
"1126",180,1.7,0.3,0,0,3.1,0.1,0.039,"A"
"1127",0,0,0,0,0,0,0,0,"B"
"1129",2506,51.9,6.9,2.4,2.4,23.4,0.02,0.008,"C"
"1130",1356,1.1,0.4,73,61,3.1,0,0,"C"
"1131",1912,15,7.2,74,26,5,0.7,0.276,"E"
"1132",628,11.1,3.1,0.5,0.5,12.5,0.36,0.142,"B"
"1133",2640,52.4,5.8,5.7,4.3,30.1,2,0.787,"D"
"1134",1937,17,5.7,70,31,6.1,0.6,0.236,"D"
"1135",151,2.1,0.2,3.4,3.2,0.6,0.1,0.039,"B"
"1136",1996,18.5,9.2,69,17.7,7.2,0.7,0.276,"D"
"1137",1500,11.6,7.9,54.3,53.6,3.6,0.04,0.016,"E"
"1139",3464,92,15,0,0,0,0,0,"D"
"1140",1653,5.5,3.8,76,22,7.4,0.63,0.248,"C"
"1141",346,1.6,0.3,13.5,10.2,2.9,0.15,0.059,"B"
"1142",658,15.9,3,2.7,0.5,1.4,2.3,0.906,"D"
"1143",243,2.4,0.3,7,5,1.8,0.05,0.02,"B"
"1144",172,0,0,9.4,8.6,0.7,0,0,"B"
"1145",2657,53,11,3.9,3.9,27,0.01,0.004,"B"
"1146",2506,50.3,5.7,0,0,16.9,0,0,"C"
"1148",838,7.03,1.14,23.09,1.48,9.02,1.15,0.453,"A"
"1149",159,0,0,7.6,7.6,0,0,0,"E"
"1151",2117,26,14,60,41,5,0.65,0.256,"E"
"1152",1842,15,4.3,64.8,21.9,8.5,0.25,0.098,"C"
"1153",1172,27.5,19.5,2.7,2.7,4.5,1.05,0.413,"D"
"1154",2013,17,1.9,73,0.8,7.7,1.21,0.476,"D"
"1155",2761,58,8,6,0,27,0.41,0.161,"D"
"1156",159,2,0.3,1.2,0.6,3.6,0.05,0.02,"A"
"1157",975,10.86,1.76,15.64,1.5,15.89,1.17,0.461,"A"
"1158",2146,34.9,3.7,40.5,19.7,4.4,1,0.394,"D"
"1159",2252,35.1,15.6,47.7,0.6,6.3,1.27,0.5,"D"
"1161",176,0.1,0.1,8,7.3,0.4,0.1,0.039,"A"
"1162",180,1.7,0.3,3.7,3,3.1,0.1,0.039,"A"
"1163",2105,31,20,49,46,6,0.04,0.016,"E"
"1164",234,1,0.1,11.2,4.7,0.3,0.1,0.039,"B"
"1165",2054,21.9,10.4,65,9.7,7.1,2.15,0.846,"E"
"1166",1607,13.93,1.12,55.82,50.06,5.8,0.01,0.004,"D"
"1167",866,4.3,3.3,40,29,1,0.08,0.031,"D"
"1168",2297,34.7,20.9,50.6,46.7,4.9,0.03,0.012,"E"
"1170",305,3.5,0.4,9.1,7.4,1.1,1.6,0.63,"C"
"1171",1845,15.3,4.2,64.8,26.2,7.1,0.03,0.012,"C"
"1172",1975,21,7.8,59,21,9.3,0.6,0.236,"D"
"1173",259,0.3,0.04,12.4,3.9,1.5,0.05,0.02,"A"
"1174",653,4.4,0.6,22,2.5,5.5,1,0.394,"B"
"1175",187,1.7,0.2,4.7,2,1.5,0.1,0.039,"B"
"1177",650,4.7,0.4,22,2.2,4.5,1.03,0.406,"C"
"1178",549,3.9,0.6,19,3.8,3.7,1.08,0.425,"C"
"1179",549,3.9,0.6,19,3.8,3.7,1.1,0.433,"C"
"1180",701.6,10,1.5,13.8,2.9,4.2,0.8,0.315,"C"
"1181",732,8.2,0.9,18.3,5.2,5.3,1.05,0.413,"B"
"1182",650,10.3,3,12,0.7,3.8,1,0.394,"C"
"1183",561,6.9,0.6,14,4,3,1.23,0.484,"C"
"1184",483,5.9,0.5,13.1,3.2,1.6,1.4,0.551,"C"
"1185",635,4.6,0.4,22.2,4.8,4.3,1.63,0.642,"C"
"1186",693,5.2,0.5,22.7,7.4,5.2,1.45,0.571,"C"
"1189",516,1,0.2,23.6,4.3,3.6,0.68,0.268,"B"
"1190",565,1.9,0.2,21,6.3,7,1,0.394,"B"
"1191",892,7.2,1,31.1,22.8,5.7,1.9,0.748,"C"
"1192",557,1.9,0.2,20.6,6.3,6.9,1,0.394,"B"
"1193",501,0.3,0.1,25.9,2.4,2.7,1.321,0.52,"C"
"1195",3439,91,14,0,0,0,0,0,"D"
"1196",837,9,3.5,28,23,0.6,0.1,0.039,"C"
"1197",1385,1.2,0.2,55.4,1,24,0.1,0.039,"A"
"1198",531,5.1,0.8,17.3,12.5,2.2,0.3,0.118,"C"
"1200",1753,12,4.6,66,0.7,7.2,1.5,0.591,"D"
"1201",135,0,0,8,8,0,0,0,"E"
"1202",293,0.6,0.1,7.2,1.6,5.8,0.01,0.004,"A"
"1203",967,1,0.25,45,30,3,0.02,0.008,"B"
"1204",1,0,0,0,0,0,0,0,"B"
"1205",318,3.1,0.3,11.8,7.2,1.5,1.5,0.591,"C"
"1207",1684,34.5,24,1,1,22.5,1.524,0.6,"D"
"1208",1945,25,2,50,47,11,0,0,"D"
"1209",1700,0,0,100,99,0,0.01,0.004,"D"
"1210",3448,91.6,13.74,0,0,0,0,0,"D"
"1211",2577,52.5,6.5,11,11,21.6,0,0,"C"
"1212",485,6,3.5,9.3,9.3,6.3,0.22,0.087,"C"
"1213",305,3.5,0.4,9.1,7.4,1.1,1.6,0.63,"C"
"1214",310,3.3,0.4,9,7.4,1.4,1.1,0.433,"C"
"1215",142,0.4,0.1,4,0.6,2.5,0.1,0.039,"A"
"1216",2531,50,30.7,20.4,13.8,11,0.26,0.102,"E"
"1217",192,0.8,0.2,6,5.4,1.4,0.04,0.016,"B"
"1219",2170,32,5.2,49,0.5,6.7,1.2,0.472,"D"
"1220",180,2.2,0.3,4.6,1.4,0.7,0.81,0.319,"B"
"1222",628,2.9,0.4,24.6,0.6,4.5,0.05,0.02,"A"
"1223",3,0,0,0.2,0.1,0,0,0,"C"
"1226",88,0.4,0.1,1.2,0.1,2,0.01,0.004,"A"
"1227",66,0.2,0.1,0.9,0.3,1.3,0.06,0.024,"A"
"1228",502,3.2,1.9,19.7,17.1,3.2,0.2,0.079,"C"
"1229",1498,1.5,0.3,72,3.5,11,0.1,0.039,"A"
"1231",310,3.3,0.4,9,7.4,1.4,1.1,0.433,"C"
"1233",2418,42.1,25.2,35.4,35.4,9.5,0,0,"E"
"1234",3766,100,15,0,0,0,0,0,"D"
"1235",1720,9.6,1.4,69.5,3.9,9.4,1.34,0.528,"C"
"1236",126,0.3,0.1,3.8,3,2,0.02,0.008,"A"
"1237",2349,35,15,51,48,8.9,0.27,0.106,"E"
"1238",2230,30,2.6,60,0.6,4,1.2,0.472,"C"
"1239",2336,42,21,42,6.8,9.7,0.1,0.039,"D"
"1242",194,1,0.2,8.2,5.7,0.6,0.102,0.04,"B"
"1243",460,2.1,0.6,18.2,15.8,3.5,0.1,0.039,"B"
"1244",1523,7,0.9,57,2.6,13.7,0.1,0.039,"A"
"1245",1850,31.2,3.9,4,1.6,20.8,0,0,"A"
"1246",1479,5,0.5,58,1,15,0.01,0.004,"A"
"1247",1950,17,2,70,17,6,1.6,0.63,"D"
"1248",270,3.6,0.8,8.7,4.8,0.4,0.18,0.071,"A"
"1250",1393,14.6,12.6,44.9,32.6,2.6,0,0,"D"
"1251",1602,3.5,0.5,73,6.1,11.4,0.95,0.374,"A"
"1252",2382,39.9,14.9,38.7,36.2,10.9,0.02,0.008,"E"
"1253",192,1.9,0.4,5.9,4.1,0.8,0.13,0.051,"B"
"1254",259,1.1,0.1,11.9,8.2,0.9,0.102,0.04,"B"
"1255",138,1.2,1.1,5.5,3.7,0.1,0.17,0.067,"B"
"1256",361,2.2,0.3,12,11,3.8,0.04,0.016,"B"
"1257",192,2.7,0.4,0.7,0.7,4.6,0.076,0.03,"A"
"1258",266,2.3,0.3,6.4,5.9,4.1,0.06,0.024,"A"
"1259",1840,13,1.4,67.1,0.5,8.5,2.08,0.819,"C"
"1260",505,12.2,1.9,0.26,0.1,1.2,3.1,1.22,"C"
"1263",1858,34,3.8,4.9,0.7,21,0.44,0.173,"C"
"1264",937,10,4.7,28,3.7,4.7,1.2,0.472,"C"
"1265",1858,22.5,7.8,34.8,1.5,21.9,2.19,0.862,"D"
"1266",824,0,0,48,46.6,0.5,0,0,"C"
"1267",1699,2,0.3,87,1,9,0.84,0.331,"B"
"1268",1200,24,3.3,7.5,0.3,6.7,1,0.394,"B"
"1269",765,7.7,5.9,25,25,2.8,0.13,0.051,"D"
"1271",385,4.4,2.4,11,0.4,1.8,0.72,0.283,"C"
"1272",1109,0.1,0,65,63,0.6,0,0,"D"
"1273",10,0,0,0.6,0.5,0,0,0,"C"
"1274",3,0,0,0.5,0.5,0,0,0,"C"
"1275",58.99,0.2,0,2.2,0.2,1.3,0.58,0.228,"B"
"1276",163,0.5,0,5.5,5.2,0.9,0,0,"A"
"1277",219,0,0,11,10,0.7,0.01,0.004,"A"
"1278",2203,36,23,34,29,11,0.1,0.039,"E"
"1279",642,2.1,0.4,30,0,1.2,0.03,0.012,"B"
"1280",2084,24,13,63,26,6,1.1,0.433,"E"
"1282",237,0.4,0.1,8.4,2.6,3.2,0.04,0.016,"A"
"1283",192,2.1,0.2,5.4,3.8,0.9,0.25,0.098,"B"
"1284",1995,21,4.8,61,22,7.6,1,0.394,"D"
"1285",1791,8,1.6,80,25,7,0.88,0.346,"D"
"1286",385,3.3,0,14,10,1,1.5,0.591,"C"
"1288",3370,99.9,13.8,0,0,0,0,0,"D"
"1289",1628,6.1,0.78,66.05,6.32,14,0,0,"A"
"1290",497,5.8,0.8,1.2,0.4,14,1.1,0.433,"A"
"1291",347,2.5,0.1,11.2,4.9,2.9,0.02,0.008,"B"
"1293",2308,35,4,49.4,0.9,6.7,1,0.394,"C"
"1294",447,5.3,0.8,0.2,0.2,13.1,0.05,0.02,"A"
"1295",2347,37,3.1,50.6,0.8,5.6,0.06,0.024,"C"
"1296",205,2.6,0.4,5.4,2,0.4,0.32,0.126,"B"
"1297",2395,38.5,17.8,47.3,44.2,8.9,0.33,0.13,"E"
"1298",2079,33,33,1,1,1,1,0.394,"D"
"1299",383,1.4,0.9,0,0,3.2,0.15,0.059,"B"
"1300",2155,26,16.5,63.5,39,5.4,0.28,0.11,"E"
"1301",745,6.6,0.7,6.7,2.7,18.7,1.1,0.433,"A"
"1302",1845,23.7,2.21,48.4,28.1,8.5,0.24,0.094,"D"
"1303",29,0,0,0,0,0,0,0,"A"
"1304",1092,1.2,0.3,9.4,7,46.1,0,0,"A"
"1305",1887,18,2.7,66,1.4,4.1,2.8,1.102,"D"
"1306",808,14,1.9,4.1,0.5,13,1.1,0.433,"B"
"1307",1858,22.3,11.7,55.4,29.6,5,0.58,0.228,"E"
"1308",640,10,3.1,0.5,0.5,12.5,0.3,0.118,"B"
"1309",2304,35,3.8,45,38,12,0,0,"D"
"1310",2038,17,3.4,75,21,7,0.28,0.11,"D"
"1311",2427,44.9,28.3,32.5,27,7,0.02,0.008,"E"
"1312",1527,4.7,0.7,74.3,0.6,9.4,0.03,0.012,"A"
"1313",4,0.1,0.1,0.2,0.1,0,0,0,"B"
"1314",1456,1.51,0.3,72.9,0.8,7.5,0.01,0.004,"B"
"1315",720,14,9.3,4.1,4.1,6.8,1.12,0.441,"D"
"1316",964,12,4.5,19,3.9,12,1,0.394,"C"
"1317",2205,35,21,38,31.5,9.5,0.05,0.02,"E"
"1318",477,4.95,0.66,11.9,0,3.7,0.8,0.315,"B"
"1319",347,3.72,0.54,10.2,0,3.3,0.8,0.315,"B"
"1320",858,5.6,2.3,27.6,1.9,9.6,1.23,0.484,"B"
"1321",1750,15,7,67,35,4.5,1.6,0.63,"E"
"1322",139,0,0,7.6,7.2,0.4,0.02,0.008,"E"
"1324",274,0.4,0.1,12,9.8,1.2,3.4,1.339,"D"
"1325",1699,2.6,0.3,85.6,1,9,2.2,0.866,"D"
"1326",1946,19,3.2,62,25,9.2,0.75,0.295,"D"
"1327",1709,24.8,9.5,38.1,1.9,6,1.75,0.689,"E"
"1328",412,3,2.1,14.6,14.4,3.1,0.1,0.039,"C"
"1329",2580,55,6.1,5.2,2.7,23.7,0.03,0.012,"D"
"1330",2204,34,4,52,1.4,3.9,1.295,0.51,"D"
"1331",2335,34,2.5,45,38,17,0.05,0.02,"D"
"1332",3109,82,56,0.8,0.8,0.5,0.05,0.02,"E"
"1333",824,10.1,1.6,0,0,26.5,1.5,0.591,"C"
"1334",2224,37.9,14.6,46.3,0.1,5.3,0.33,0.13,"D"
"1335",1946,18,4.6,66,28,7.7,1.19,0.469,"D"
"1336",2180,28,11,58,50,7.5,0.19,0.075,"E"
"1337",703,12,1.6,9,1,5.1,1,0.394,"C"
"1338",619,15,1.7,1.2,1.2,2,0.14,0.055,"B"
"1339",653,13.6,3.4,0.1,0.05,1.2,3.5,1.378,"C"
"1340",205,0,0,11.3,1,0.4,0,0,"B"
"1341",1966,21,8,60,24,6.2,0.54,0.213,"D"
"1342",1847,12.6,1.4,67.9,1.6,11.3,1.9,0.748,"D"
"1343",113,1.1,0.2,1.8,1.6,2.1,0.08,0.031,"A"
"1344",2116,24,13,64,27,6.4,0.75,0.295,"E"
"1345",1347,6,0.1,44.5,4.3,21.7,0.025,0.01,"A"
"1346",1582,4.2,0,64.3,0,11.2,0,0,"A"
"1347",29,0,0,0,0,0,0,0,"A"
"1348",29,0,0,0,0,0,0,0,"A"
"1349",29,0,0,0,0,0,0,0,"A"
"1350",1556,16,10,16,0.7,26,0.03,0.012,"D"
"1352",1293,0,0,77.2,77.2,0,0,0,"D"
"1353",1502,2.3,0.2,68.1,11,13,1.9,0.748,"C"
"1354",1960,18.7,2.8,63.7,17.1,11.4,0.001,0,"C"
"1355",749,17.2,2.4,3,1.4,1.5,1.28,0.504,"C"
"1356",1909,15.6,1.4,75.3,3.7,2.4,2.38,0.937,"D"
"1357",109,0.401,0.102,2.68,0.59,1.47,0.252,0.099,"A"
"1358",71,0.22,0.076,0.9,0.1,2.28,0.159,0.063,"A"
"1359",239,0.7,0.09,14.7,8.8,1.2,0.005,0.002,"A"
"1360",1536,9.3,5.1,60,26,6.8,0.19,0.075,"C"
"1361",1594,1.5,0.3,79,15,12,0.46,0.181,"B"
"1362",862,22,4.2,0.1,0.1,1.4,4,1.575,"D"
"1363",1633,11.8,1.6,47.4,1.5,14.2,1.2,0.472,"B"
"1364",1525,6.9,0.7,68.5,57.8,3.2,0,0,"D"
"1365",578,3.2,0.4,19,1.6,6.6,1.3,0.512,"A"
"1366",180,0.1,0,10.3,9.7,0.3,0,0,"C"
"1367",293,3.5,2.2,5.6,5.6,4.1,0.15,0.059,"B"
"1368",1900,22,9.5,53,50,11,0.08,0.031,"E"
"1369",2301,36,7.5,33,0,25,2.3,0.906,"D"
"1370",347,2.2,0.6,15.6,14.7,0.5,0.08,0.031,"C"
"1371",594,0.2,0.2,34,30,0.8,2.4,0.945,"D"
"1372",1556,16,10,16,0.7,26,0.03,0.012,"D"
"1374",2311.3,34.97,45,41.8,3.01,14.09,1.82,0.717,"D"
"1375",2194,37,16,38,35,10,0.05,0.02,"E"
"1376",2188,32,20,49,49,6,0.02,0.008,"E"
"1377",310,3,0.5,10,7,1.4,1,0.394,"D"
"1378",1381,0,0,82,72,0.6,0,0,"D"
"1379",481,20.6,2.5,0.3,0.2,2.4,2.89,1.138,"D"
"1380",1954,35,1,2,1,36,3.5,1.378,"D"
"1381",619,0,0,61.9,0,0,0,0,"B"
"1382",1753,0,0,22,2,3,0.731,0.288,"A"
"1383",2238,40.1,5.8,13.6,7,23,0.27,0.106,"C"
"1384",1630,1.8,1.1,85,66,4,0.38,0.15,"D"
"1385",2071,24,15,61,50,5.3,0.06,0.024,"E"
"1387",1415,1.7,0.5,64,1.3,14,0.01,0.004,"A"
"1388",1942,23,2,53,52,10,0.02,0.008,"D"
"1389",2038,30,18,50,45,5.5,0.15,0.059,"E"
"1390",2085,31,6,43,37,10.3,0.13,0.051,"E"
"1391",2310,36,3,37,36,16,0.1,0.039,"C"
"1392",2260,40,4,29,27,17,0,0,"C"
"1393",2405,40,4,33,28,20,0.06,0.024,"D"
"1394",2004,26,2,49,46,10,0.05,0.02,"D"
"1395",2384,39.5,3.2,34.4,30.8,19,0.05,0.02,"D"
"1396",1910,23,2,49,48,12,0.15,0.059,"D"
"1397",1773,18,1,56,55,8,0,0,"D"
"1398",711,8.6,1.1,13,2.5,7.7,1.6,0.63,"C"
"1399",345,0.4,0.1,11.5,0.7,5.5,0.4,0.157,"A"
"1400",2188,31,15,51,40,7.1,0.7,0.276,"E"
"1401",612,15,3,0,0,0.9,4,1.575,"C"
"1402",546,14,2.2,0,0,0.5,2.5,0.984,"C"
"1403",656,17,2.6,0,0,0.5,2.5,0.984,"C"
"1404",2021,22,10,61,22,7,1,0.394,"D"
"1405",931,14.37,5,11.58,0.85,7.6,0.4,0.157,"C"
"1406",1564,0.9,0.2,81.5,6.6,7.1,1.2,0.472,"B"
"1407",141,0.3,0,3.5,1,3.2,1,0.394,"A"
"1408",223.3,2.3,0.29,5.3,4.7,1.7,0.73,0.287,"B"
"1409",368,2.9,0.3,13,8,1.2,0.01,0.004,"A"
"1410",1554,4.1,0.53,69.1,1.8,10.3,0.01,0.004,"A"
